time,target,sensor,P,I,D,ds
494,200,218,180.000000,-0.093867,0.000000,179.906133
495,200,242,420.000000,-0.004267,562.500000,982.495733
496,200,242,420.000000,0.085333,0.000000,420.085333
497,200,242,420.000000,0.174933,0.000000,420.174933
498,200,242,420.000000,0.264533,0.000000,420.264533
499,200,242,420.000000,0.354133,0.000000,420.354133
500,150,213,630.000000,0.488533,492.187500,1122.676033
501,150,213,630.000000,0.622933,0.000000,630.622933
502,150,213,630.000000,0.757333,0.000000,630.757333
503,150,213,630.000000,0.891733,0.000000,630.891733
504,150,213,630.000000,1.026133,0.000000,631.026133
505,150,222,720.000000,1.179733,210.937500,932.117233
506,150,222,720.000000,1.333333,0.000000,721.333333
507,150,222,720.000000,1.486933,0.000000,721.486933
508,150,222,720.000000,1.640533,0.000000,721.640533
509,150,222,720.000000,1.794133,0.000000,721.794133
510,150,225,750.000000,1.954133,70.312500,822.266633
511,150,225,750.000000,2.114133,0.000000,752.114133
512,150,225,750.000000,2.274133,0.000000,752.274133
513,150,225,750.000000,2.434133,0.000000,752.434133
514,150,225,750.000000,2.594133,0.000000,752.594133
515,150,214,640.000000,2.730667,-257.812500,384.918167
516,150,214,640.000000,2.867200,0.000000,642.867200
517,150,214,640.000000,3.003733,0.000000,643.003733
518,150,214,640.000000,3.140267,0.000000,643.140267
519,150,214,640.000000,3.276800,0.000000,643.276800
520,150,178,280.000000,3.336533,-843.750000,-560.413467
521,150,178,280.000000,3.396267,0.000000,283.396267
522,150,178,280.000000,3.456000,0.000000,283.456000
523,150,178,280.000000,3.515733,0.000000,283.515733
524,150,171,210.000000,3.560533,-164.062500,49.498033
525,150,171,210.000000,3.605333,0.000000,213.605333
526,150,171,210.000000,3.650133,0.000000,213.650133
527,150,171,210.000000,3.694933,0.000000,213.694933
528,150,171,210.000000,3.739733,0.000000,213.739733
529,150,161,110.000000,3.763200,-234.375000,-120.611800
530,150,161,110.000000,3.786667,0.000000,113.786667
531,150,161,110.000000,3.810133,0.000000,113.810133
532,150,161,110.000000,3.833600,0.000000,113.833600
533,150,161,110.000000,3.857067,0.000000,113.857067
534,150,167,170.000000,3.893333,140.625000,314.518333
535,150,167,170.000000,3.929600,0.000000,173.929600
536,150,167,170.000000,3.965867,0.000000,173.965867
537,150,167,170.000000,4.002133,0.000000,174.002133
538,150,167,170.000000,4.038400,0.000000,174.038400
539,150,157,70.000000,4.053333,-234.375000,-160.321667
540,150,157,70.000000,4.068267,0.000000,74.068267
541,150,157,70.000000,4.083200,0.000000,74.083200
542,150,157,70.000000,4.098133,0.000000,74.098133
543,150,157,70.000000,4.113067,0.000000,74.113067
544,150,169,190.000000,4.153600,281.250000,475.403600
545,150,169,190.000000,4.194133,0.000000,194.194133
546,150,169,190.000000,4.234667,0.000000,194.234667
547,150,169,190.000000,4.275200,0.000000,194.275200
548,150,169,190.000000,4.315733,0.000000,194.315733
549,150,156,60.000000,4.328533,-304.687500,-240.358967
550,150,156,60.000000,4.341333,0.000000,64.341333
551,150,156,60.000000,4.354133,0.000000,64.354133
552,150,156,60.000000,4.366933,0.000000,64.366933
553,150,156,60.000000,4.379733,0.000000,64.379733
554,150,176,260.000000,4.435200,468.750000,733.185200
555,150,176,260.000000,4.490667,0.000000,264.490667
556,150,176,260.000000,4.546133,0.000000,264.546133
557,150,176,260.000000,4.601600,0.000000,264.601600
558,150,176,260.000000,4.657067,0.000000,264.657067
559,150,154,40.000000,4.665600,-515.625000,-470.959400
560,150,154,40.000000,4.674133,0.000000,44.674133
561,150,154,40.000000,4.682667,0.000000,44.682667
562,150,154,40.000000,4.691200,0.000000,44.691200
563,150,157,70.000000,4.706133,70.312500,145.018633
564,150,157,70.000000,4.721067,0.000000,74.721067
565,150,157,70.000000,4.736000,0.000000,74.736000
566,150,157,70.000000,4.750933,0.000000,74.750933
567,150,157,70.000000,4.765867,0.000000,74.765867
568,150,153,30.000000,4.772267,-93.750000,-58.977733
569,150,153,30.000000,4.778667,0.000000,34.778667
570,150,153,30.000000,4.785067,0.000000,34.785067
571,150,153,30.000000,4.791467,0.000000,34.791467
572,150,153,30.000000,4.797867,0.000000,34.797867
573,150,168,180.000000,4.836267,351.562500,536.398767
574,150,168,180.000000,4.874667,0.000000,184.874667
575,150,168,180.000000,4.913067,0.000000,184.913067
576,150,168,180.000000,4.951467,0.000000,184.951467
577,150,168,180.000000,4.989867,0.000000,184.989867
578,150,152,20.000000,4.994133,-375.000000,-350.005867
579,150,152,20.000000,4.998400,0.000000,24.998400
580,150,152,20.000000,5.002667,0.000000,25.002667
581,150,152,20.000000,5.006933,0.000000,25.006933
582,150,152,20.000000,5.011200,0.000000,25.011200
583,150,152,20.000000,5.015467,0.000000,25.015467
584,150,152,20.000000,5.019733,0.000000,25.019733
585,150,152,20.000000,5.024000,0.000000,25.024000
586,150,152,20.000000,5.028267,0.000000,25.028267
587,150,152,20.000000,5.032533,0.000000,25.032533
588,150,151,10.000000,5.034667,-23.437500,-8.402833
589,150,151,10.000000,5.036800,0.000000,15.036800
590,150,151,10.000000,5.038933,0.000000,15.038933
591,150,151,10.000000,5.041067,0.000000,15.041067
592,150,151,10.000000,5.043200,0.000000,15.043200
593,150,145,-50.000000,5.032533,-140.625000,-185.592467
594,150,145,-50.000000,5.021867,0.000000,-44.978133
595,150,145,-50.000000,5.011200,0.000000,-44.988800
596,150,145,-50.000000,5.000533,0.000000,-44.999467
597,150,145,-50.000000,4.989867,0.000000,-45.010133
598,150,146,-40.000000,4.981333,23.437500,-11.581167
599,150,146,-40.000000,4.972800,0.000000,-35.027200
600,150,146,-40.000000,4.964267,0.000000,-35.035733
601,150,146,-40.000000,4.955733,0.000000,-35.044267
602,150,149,-10.000000,4.953600,70.312500,65.266100
603,150,149,-10.000000,4.951467,0.000000,-5.048533
604,150,149,-10.000000,4.949333,0.000000,-5.050667
605,150,149,-10.000000,4.947200,0.000000,-5.052800
606,150,149,-10.000000,4.945067,0.000000,-5.054933
607,150,150,0.000000,4.945067,23.437500,28.382567
608,150,150,0.000000,4.945067,0.000000,4.945067
609,150,150,0.000000,4.945067,0.000000,4.945067
610,150,150,0.000000,4.945067,0.000000,4.945067
611,150,150,0.000000,4.945067,0.000000,4.945067
612,150,151,10.000000,4.947200,23.437500,38.384700
613,150,151,10.000000,4.949333,0.000000,14.949333
614,150,151,10.000000,4.951467,0.000000,14.951467
615,150,151,10.000000,4.953600,0.000000,14.953600
616,150,151,10.000000,4.955733,0.000000,14.955733
617,150,146,-40.000000,4.947200,-117.187500,-152.240300
618,150,146,-40.000000,4.938667,0.000000,-35.061333
619,150,146,-40.000000,4.930133,0.000000,-35.069867
620,150,146,-40.000000,4.921600,0.000000,-35.078400
621,150,146,-40.000000,4.913067,0.000000,-35.086933
622,150,150,0.000000,4.913067,93.750000,98.663067
623,150,150,0.000000,4.913067,0.000000,4.913067
624,150,150,0.000000,4.913067,0.000000,4.913067
625,150,150,0.000000,4.913067,0.000000,4.913067
626,150,150,0.000000,4.913067,0.000000,4.913067
627,150,146,-40.000000,4.904533,-93.750000,-128.845467
628,150,146,-40.000000,4.896000,0.000000,-35.104000
629,150,146,-40.000000,4.887467,0.000000,-35.112533
630,150,146,-40.000000,4.878933,0.000000,-35.121067
631,150,146,-40.000000,4.870400,0.000000,-35.129600
632,150,152,20.000000,4.874667,140.625000,165.499667
633,150,152,20.000000,4.878933,0.000000,24.878933
634,150,152,20.000000,4.883200,0.000000,24.883200
635,150,152,20.000000,4.887467,0.000000,24.887467
636,150,150,0.000000,4.887467,-46.875000,-41.987533
637,150,150,0.000000,4.887467,0.000000,4.887467
638,150,150,0.000000,4.887467,0.000000,4.887467
639,150,150,0.000000,4.887467,0.000000,4.887467
640,150,150,0.000000,4.887467,0.000000,4.887467
641,150,132,-180.000000,4.849067,-421.875000,-597.025933
642,150,132,-180.000000,4.810667,0.000000,-175.189333
643,150,132,-180.000000,4.772267,0.000000,-175.227733
644,150,132,-180.000000,4.733867,0.000000,-175.266133
645,150,132,-180.000000,4.695467,0.000000,-175.304533
646,150,130,-200.000000,4.652800,-46.875000,-242.222200
647,150,130,-200.000000,4.610133,0.000000,-195.389867
648,150,130,-200.000000,4.567467,0.000000,-195.432533
649,150,130,-200.000000,4.524800,0.000000,-195.475200
650,150,130,-200.000000,4.482133,0.000000,-195.517867
651,150,131,-190.000000,4.441600,23.437500,-162.120900
652,150,131,-190.000000,4.401067,0.000000,-185.598933
653,150,131,-190.000000,4.360533,0.000000,-185.639467
654,150,131,-190.000000,4.320000,0.000000,-185.680000
655,150,131,-190.000000,4.279467,0.000000,-185.720533
656,150,134,-160.000000,4.245333,70.312500,-85.442167
657,150,134,-160.000000,4.211200,0.000000,-155.788800
658,150,134,-160.000000,4.177067,0.000000,-155.822933
659,150,134,-160.000000,4.142933,0.000000,-155.857067
660,150,134,-160.000000,4.108800,0.000000,-155.891200
661,150,132,-180.000000,4.070400,-46.875000,-222.804600
662,150,132,-180.000000,4.032000,0.000000,-175.968000
663,150,132,-180.000000,3.993600,0.000000,-176.006400
664,150,132,-180.000000,3.955200,0.000000,-176.044800
665,150,132,-180.000000,3.916800,0.000000,-176.083200
666,150,137,-130.000000,3.889067,117.187500,-8.923433
667,150,137,-130.000000,3.861333,0.000000,-126.138667
668,150,137,-130.000000,3.833600,0.000000,-126.166400
669,150,137,-130.000000,3.805867,0.000000,-126.194133
670,150,137,-130.000000,3.778133,0.000000,-126.221867
671,150,143,-70.000000,3.763200,140.625000,74.388200
672,150,143,-70.000000,3.748267,0.000000,-66.251733
673,150,143,-70.000000,3.733333,0.000000,-66.266667
674,150,143,-70.000000,3.718400,0.000000,-66.281600
675,150,144,-60.000000,3.705600,23.437500,-32.856900
676,150,144,-60.000000,3.692800,0.000000,-56.307200
677,150,144,-60.000000,3.680000,0.000000,-56.320000
678,150,144,-60.000000,3.667200,0.000000,-56.332800
679,150,144,-60.000000,3.654400,0.000000,-56.345600
680,150,140,-100.000000,3.633067,-93.750000,-190.116933
681,150,140,-100.000000,3.611733,0.000000,-96.388267
682,150,140,-100.000000,3.590400,0.000000,-96.409600
683,150,140,-100.000000,3.569067,0.000000,-96.430933
684,150,140,-100.000000,3.547733,0.000000,-96.452267
685,150,137,-130.000000,3.520000,-70.312500,-196.792500
686,150,137,-130.000000,3.492267,0.000000,-126.507733
687,150,137,-130.000000,3.464533,0.000000,-126.535467
688,150,137,-130.000000,3.436800,0.000000,-126.563200
689,150,137,-130.000000,3.409067,0.000000,-126.590933
690,150,139,-110.000000,3.385600,46.875000,-59.739400
691,150,139,-110.000000,3.362133,0.000000,-106.637867
692,150,139,-110.000000,3.338667,0.000000,-106.661333
693,150,139,-110.000000,3.315200,0.000000,-106.684800
694,150,139,-110.000000,3.291733,0.000000,-106.708267
695,150,140,-100.000000,3.270400,23.437500,-73.292100
696,150,140,-100.000000,3.249067,0.000000,-96.750933
697,150,140,-100.000000,3.227733,0.000000,-96.772267
698,150,140,-100.000000,3.206400,0.000000,-96.793600
699,150,140,-100.000000,3.185067,0.000000,-96.814933
700,150,146,-40.000000,3.176533,140.625000,103.801533
701,150,146,-40.000000,3.168000,0.000000,-36.832000
702,150,146,-40.000000,3.159467,0.000000,-36.840533
703,150,146,-40.000000,3.150933,0.000000,-36.849067
704,150,146,-40.000000,3.142400,0.000000,-36.857600
705,150,151,10.000000,3.144533,117.187500,130.332033
706,150,151,10.000000,3.146667,0.000000,13.146667
707,150,151,10.000000,3.148800,0.000000,13.148800
708,150,151,10.000000,3.150933,0.000000,13.150933
709,150,157,70.000000,3.165867,140.625000,213.790867
710,150,157,70.000000,3.180800,0.000000,73.180800
711,150,157,70.000000,3.195733,0.000000,73.195733
712,150,157,70.000000,3.210667,0.000000,73.210667
713,150,157,70.000000,3.225600,0.000000,73.225600
714,150,156,60.000000,3.238400,-23.437500,39.800900
715,150,156,60.000000,3.251200,0.000000,63.251200
716,150,156,60.000000,3.264000,0.000000,63.264000
717,150,156,60.000000,3.276800,0.000000,63.276800
718,150,156,60.000000,3.289600,0.000000,63.289600
719,150,149,-10.000000,3.287467,-164.062500,-170.775033
720,150,149,-10.000000,3.285333,0.000000,-6.714667
721,150,149,-10.000000,3.283200,0.000000,-6.716800
722,150,149,-10.000000,3.281067,0.000000,-6.718933
723,150,149,-10.000000,3.278933,0.000000,-6.721067
724,150,139,-110.000000,3.255467,-234.375000,-341.119533
725,150,139,-110.000000,3.232000,0.000000,-106.768000
726,150,139,-110.000000,3.208533,0.000000,-106.791467
727,150,139,-110.000000,3.185067,0.000000,-106.814933
728,150,139,-110.000000,3.161600,0.000000,-106.838400
729,150,141,-90.000000,3.142400,46.875000,-39.982600
730,150,141,-90.000000,3.123200,0.000000,-86.876800
731,150,141,-90.000000,3.104000,0.000000,-86.896000
732,150,141,-90.000000,3.084800,0.000000,-86.915200
733,150,141,-90.000000,3.065600,0.000000,-86.934400
734,150,141,-90.000000,3.046400,0.000000,-86.953600
735,150,141,-90.000000,3.027200,0.000000,-86.972800
736,150,141,-90.000000,3.008000,0.000000,-86.992000
737,150,141,-90.000000,2.988800,0.000000,-87.011200
738,150,141,-90.000000,2.969600,0.000000,-87.030400
739,150,142,-80.000000,2.952533,23.437500,-53.609967
740,150,142,-80.000000,2.935467,0.000000,-77.064533
741,150,142,-80.000000,2.918400,0.000000,-77.081600
742,150,142,-80.000000,2.901333,0.000000,-77.098667
743,150,139,-110.000000,2.877867,-70.312500,-177.434633
744,150,139,-110.000000,2.854400,0.000000,-107.145600
745,150,139,-110.000000,2.830933,0.000000,-107.169067
746,150,139,-110.000000,2.807467,0.000000,-107.192533
747,150,139,-110.000000,2.784000,0.000000,-107.216000
748,150,138,-120.000000,2.758400,-23.437500,-140.679100
749,150,138,-120.000000,2.732800,0.000000,-117.267200
750,200,138,-620.000000,2.600533,-1171.875000,-1789.274467
751,200,138,-620.000000,2.468267,0.000000,-617.531733
752,200,138,-620.000000,2.336000,0.000000,-617.664000
753,200,145,-550.000000,2.218667,164.062500,-383.718833
754,200,145,-550.000000,2.101333,0.000000,-547.898667
755,200,145,-550.000000,1.984000,0.000000,-548.016000
756,200,145,-550.000000,1.866667,0.000000,-548.133333
757,200,145,-550.000000,1.749333,0.000000,-548.250667
758,200,143,-570.000000,1.627733,-46.875000,-615.247267
759,200,143,-570.000000,1.506133,0.000000,-568.493867
760,200,143,-570.000000,1.384533,0.000000,-568.615467
761,200,143,-570.000000,1.262933,0.000000,-568.737067
762,200,143,-570.000000,1.141333,0.000000,-568.858667
763,200,154,-460.000000,1.043200,257.812500,-201.144300
764,200,154,-460.000000,0.945067,0.000000,-459.054933
765,200,154,-460.000000,0.846933,0.000000,-459.153067
766,200,154,-460.000000,0.748800,0.000000,-459.251200
767,200,154,-460.000000,0.650667,0.000000,-459.349333
768,200,151,-490.000000,0.546133,-70.312500,-559.766367
769,200,151,-490.000000,0.441600,0.000000,-489.558400
770,200,151,-490.000000,0.337067,0.000000,-489.662933
771,200,151,-490.000000,0.232533,0.000000,-489.767467
772,200,151,-490.000000,0.128000,0.000000,-489.872000
773,200,174,-260.000000,0.072533,539.062500,279.135033
774,200,174,-260.000000,0.017067,0.000000,-259.982933
775,200,174,-260.000000,-0.038400,0.000000,-260.038400
776,200,174,-260.000000,-0.093867,0.000000,-260.093867
777,200,174,-260.000000,-0.149333,0.000000,-260.149333
778,200,166,-340.000000,-0.221867,-187.500000,-527.721867
779,200,166,-340.000000,-0.294400,0.000000,-340.294400
780,200,166,-340.000000,-0.366933,0.000000,-340.366933
781,200,166,-340.000000,-0.439467,0.000000,-340.439467
782,200,200,0.000000,-0.439467,796.875000,796.435533
783,200,200,0.000000,-0.439467,0.000000,-0.439467
784,200,200,0.000000,-0.439467,0.000000,-0.439467
785,200,200,0.000000,-0.439467,0.000000,-0.439467
786,200,200,0.000000,-0.439467,0.000000,-0.439467
787,200,183,-170.000000,-0.475733,-398.437500,-568.913233
788,200,183,-170.000000,-0.512000,0.000000,-170.512000
789,200,183,-170.000000,-0.548267,0.000000,-170.548267
790,200,183,-170.000000,-0.584533,0.000000,-170.584533
791,200,183,-170.000000,-0.620800,0.000000,-170.620800
792,200,199,-10.000000,-0.622933,375.000000,364.377067
793,200,199,-10.000000,-0.625067,0.000000,-10.625067
794,200,199,-10.000000,-0.627200,0.000000,-10.627200
795,200,199,-10.000000,-0.629333,0.000000,-10.629333
796,200,199,-10.000000,-0.631467,0.000000,-10.631467
797,200,185,-150.000000,-0.663467,-328.125000,-478.788467
798,200,185,-150.000000,-0.695467,0.000000,-150.695467
799,200,185,-150.000000,-0.727467,0.000000,-150.727467
800,200,185,-150.000000,-0.759467,0.000000,-150.759467
801,200,185,-150.000000,-0.791467,0.000000,-150.791467
802,200,204,40.000000,-0.782933,445.312500,484.529567
803,200,204,40.000000,-0.774400,0.000000,39.225600
804,200,204,40.000000,-0.765867,0.000000,39.234133
805,200,204,40.000000,-0.757333,0.000000,39.242667
806,200,204,40.000000,-0.748800,0.000000,39.251200
807,200,190,-100.000000,-0.770133,-328.125000,-428.895133
808,200,190,-100.000000,-0.791467,0.000000,-100.791467
809,200,190,-100.000000,-0.812800,0.000000,-100.812800
810,200,190,-100.000000,-0.834133,0.000000,-100.834133
811,200,190,-100.000000,-0.855467,0.000000,-100.855467
812,200,206,60.000000,-0.842667,375.000000,434.157333
813,200,206,60.000000,-0.829867,0.000000,59.170133
814,200,206,60.000000,-0.817067,0.000000,59.182933
815,200,206,60.000000,-0.804267,0.000000,59.195733
816,200,199,-10.000000,-0.806400,-164.062500,-174.868900
817,200,199,-10.000000,-0.808533,0.000000,-10.808533
818,200,199,-10.000000,-0.810667,0.000000,-10.810667
819,200,199,-10.000000,-0.812800,0.000000,-10.812800
820,200,199,-10.000000,-0.814933,0.000000,-10.814933
821,200,200,0.000000,-0.814933,23.437500,22.622567
822,200,200,0.000000,-0.814933,0.000000,-0.814933
823,200,200,0.000000,-0.814933,0.000000,-0.814933
824,200,200,0.000000,-0.814933,0.000000,-0.814933
825,200,200,0.000000,-0.814933,0.000000,-0.814933
826,200,202,20.000000,-0.810667,46.875000,66.064333
827,200,202,20.000000,-0.806400,0.000000,19.193600
828,200,202,20.000000,-0.802133,0.000000,19.197867
829,200,202,20.000000,-0.797867,0.000000,19.202133
830,200,202,20.000000,-0.793600,0.000000,19.206400
831,200,197,-30.000000,-0.800000,-117.187500,-147.987500
832,200,197,-30.000000,-0.806400,0.000000,-30.806400
833,200,197,-30.000000,-0.812800,0.000000,-30.812800
834,200,197,-30.000000,-0.819200,0.000000,-30.819200
835,200,197,-30.000000,-0.825600,0.000000,-30.825600
836,200,199,-10.000000,-0.827733,46.875000,36.047267
837,200,199,-10.000000,-0.829867,0.000000,-10.829867
838,200,199,-10.000000,-0.832000,0.000000,-10.832000
839,200,199,-10.000000,-0.834133,0.000000,-10.834133
840,200,199,-10.000000,-0.836267,0.000000,-10.836267
841,200,189,-110.000000,-0.859733,-234.375000,-345.234733
842,200,189,-110.000000,-0.883200,0.000000,-110.883200
843,200,189,-110.000000,-0.906667,0.000000,-110.906667
